rel_path	width	height	us_bytes	status	eu_offsets	notes
billboard/mon_animated/geodude.w32.interleave.png	32	96	768	shared	076a00	
billboard/mon_animated/girafarig.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/gligar.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/goldeen.w32.interleave.png	32	96	768	shared	085500	
billboard/mon_animated/grimer.w32.interleave.png	32	96	768	shared	078f00	
billboard/mon_animated/growlithe.w32.interleave.png	32	96	768	shared	075800	
billboard/mon_animated/heracross.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/hitmonchan.w32.interleave.png	32	96	768	shared	07ad00	
billboard/mon_animated/hitmonlee.w32.interleave.png	32	96	768	shared	07aa00	
billboard/mon_animated/ho_oh.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/hoothoot.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/hoppip.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/horsea.w32.interleave.png	32	96	768	shared	085200	
billboard/mon_animated/houndour.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/jigglypuff.w32.interleave.png	32	96	768	shared	08ed00	
billboard/mon_animated/jynx.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/kabuto.w32.interleave.png	32	96	768	shared	071200	
billboard/mon_animated/kangaskhan.w32.interleave.png	32	96	768	shared	084f00	
billboard/mon_animated/koffing.w32.interleave.png	32	96	768	shared	084300	
billboard/mon_animated/krabby.w32.interleave.png	32	96	768	shared	079e00	
billboard/mon_animated/lapras.w32.interleave.png	32	96	768	shared	070300	
billboard/mon_animated/larvitar.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/ledyba.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/lickitung.w32.interleave.png	32	96	768	shared	084000	
billboard/mon_animated/lugia.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/machop.w32.interleave.png	32	96	768	shared	076100	
billboard/mon_animated/magikarp.w32.interleave.png	32	96	768	shared	070000	
billboard/mon_animated/magmar.w32.interleave.png	32	96	768	shared	086700	
billboard/mon_animated/magnemite.w32.interleave.png	32	96	768	shared	078300	
billboard/mon_animated/mankey.w32.interleave.png	32	96	768	shared	075500	
billboard/mon_animated/mantine.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/mareep.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/marill.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/meowth.w32.interleave.png	32	96	768	shared	074f00	
billboard/mon_animated/mew.w32.interleave.png	32	96	768	shared	072a00	
billboard/mon_animated/mewtwo.w32.interleave.png	32	96	768	shared	072700	
billboard/mon_animated/miltank.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/misdreavus.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/moltres.w32.interleave.png	32	96	768	shared	072100	
billboard/mon_animated/mr_mime.w32.interleave.png	32	96	768	shared	085b00	
billboard/mon_animated/murkrow.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/natu.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/nidoran_f.w32.interleave.png	32	96	768	shared	08e100	
billboard/mon_animated/nidoran_m.w32.interleave.png	32	96	768	shared	08e400	
billboard/mon_animated/oddish.w32.interleave.png	32	96	768	shared	074300	
billboard/mon_animated/omanyte.w32.interleave.png	32	96	768	shared	070f00	
billboard/mon_animated/onix.w32.interleave.png	32	96	768	shared	079800	
billboard/mon_animated/paras.w32.interleave.png	32	96	768	shared	074600	
billboard/mon_animated/phanpy.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/pidgey.w32.interleave.png	32	96	768	shared	08cf00	
billboard/mon_animated/pikachu.w32.interleave.png	32	96	768	shared	08db00	
billboard/mon_animated/pineco.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/pinsir.w32.interleave.png	32	96	768	shared	086a00	
billboard/mon_animated/poliwag.w32.interleave.png	32	96	768	shared	075b00	
billboard/mon_animated/ponyta.w32.interleave.png	32	96	768	shared	076d00	
billboard/mon_animated/porygon.w32.interleave.png	32	96	768	shared	070c00	
billboard/mon_animated/psyduck.w32.interleave.png	32	96	768	shared	075200	
billboard/mon_animated/qwilfish.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/raikou.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/rattata.w32.interleave.png	32	96	768	shared	08d200	
billboard/mon_animated/remoraid.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/rhyhorn.w32.interleave.png	32	96	768	shared	084600	
billboard/mon_animated/sandshrew.w32.interleave.png	32	96	768	shared	08de00	
billboard/mon_animated/scyther.w32.interleave.png	32	96	768	shared	085e00	
billboard/mon_animated/seadra.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/seel.w32.interleave.png	32	96	768	shared	078c00	
billboard/mon_animated/sentret.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/shellder.w32.interleave.png	32	96	768	shared	079200	
billboard/mon_animated/shuckle.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/skarmory.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/slowpoke.w32.interleave.png	32	96	768	shared	078000	
billboard/mon_animated/slugma.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/smeargle.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/sneasel.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/snorlax.w32.interleave.png	32	96	768	shared	071800	
billboard/mon_animated/snubbull.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/spearow.w32.interleave.png	32	96	768	shared	08d500	
billboard/mon_animated/spinarak.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/squirtle.w32.interleave.png	32	96	768	shared	08c600	
billboard/mon_animated/stantler.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/staryu.w32.interleave.png	32	96	768	shared	085800	
billboard/mon_animated/sudowoodo.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/suicune.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/sunkern.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/swinub.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/tangela.w32.interleave.png	32	96	768	shared	084c00	
billboard/mon_animated/tauros.w32.interleave.png	32	96	768	shared	086d00	
billboard/mon_animated/teddiursa.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/tentacool.w32.interleave.png	32	96	768	shared	076700	
billboard/mon_animated/togepi.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/totodile.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/tyrogue.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/unown.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/venonat.w32.interleave.png	32	96	768	shared	074900	
billboard/mon_animated/voltorb.w32.interleave.png	32	96	768	shared	07a100	
billboard/mon_animated/vulpix.w32.interleave.png	32	96	768	shared	08ea00	
billboard/mon_animated/weedle.w32.interleave.png	32	96	768	shared	08cc00	
billboard/mon_animated/wobbuffet.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/wooper.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/yanma.w32.interleave.png	32	96	768	missing	-	
billboard/mon_animated/zapdos.w32.interleave.png	32	96	768	shared	071e00	
billboard/mon_animated/zubat.w32.interleave.png	32	96	768	shared	074000	
billboard/mon_pics/abra.png	48	32	384	shared	09ea00	
billboard/mon_pics/aerodactyl.png	48	32	384	shared	082700	
billboard/mon_pics/aggron.png	48	32	384	missing	-	
billboard/mon_pics/aipom.png	48	32	384	missing	-	
billboard/mon_pics/alakazam.png	48	32	384	shared	098000	
billboard/mon_pics/ampharos.png	48	32	384	missing	-	
billboard/mon_pics/arbok.png	48	32	384	shared	0a5500	
billboard/mon_pics/arcanine.png	48	32	384	shared	09de00	
billboard/mon_pics/ariados.png	48	32	384	missing	-	
billboard/mon_pics/aron.png	48	32	384	missing	-	
billboard/mon_pics/articuno.png	48	32	384	shared	082d00	
billboard/mon_pics/azumarill.png	48	32	384	missing	-	
billboard/mon_pics/azurill.png	48	32	384	missing	-	
billboard/mon_pics/bayleef.png	48	32	384	missing	-	
billboard/mon_pics/beautifly.png	48	32	384	missing	-	
billboard/mon_pics/beedrill.png	48	32	384	shared	0aaa00	
billboard/mon_pics/bellossom.png	48	32	384	missing	-	
billboard/mon_pics/bellsprout.png	48	32	384	shared	098c00	
billboard/mon_pics/blastoise.png	48	32	384	shared	0a9800	
billboard/mon_pics/blaziken.png	48	32	384	missing	-	
billboard/mon_pics/blissey.png	48	32	384	missing	-	
billboard/mon_pics/breloom.png	48	32	384	missing	-	
billboard/mon_pics/bulbasaur.png	48	32	384	shared	0a8000	
billboard/mon_pics/butterfree.png	48	32	384	shared	0aa100	
billboard/mon_pics/camerupt.png	48	32	384	missing	-	
billboard/mon_pics/carvanha.png	48	32	384	missing	-	
billboard/mon_pics/cascoon.png	48	32	384	missing	-	
billboard/mon_pics/caterpie.png	48	32	384	shared	0a9b00	
billboard/mon_pics/celebi.png	48	32	384	missing	-	
billboard/mon_pics/chansey.png	48	32	384	shared	07c000	
billboard/mon_pics/charizard.png	48	32	384	shared	0a8f00	
billboard/mon_pics/charmander.png	48	32	384	shared	0a8900	
billboard/mon_pics/charmeleon.png	48	32	384	shared	0a8c00	
billboard/mon_pics/chikorita.png	48	32	384	missing	-	
billboard/mon_pics/chinchou.png	48	32	384	missing	-	
billboard/mon_pics/clefable.png	48	32	384	shared	0a0900	
billboard/mon_pics/clefairy.png	48	32	384	shared	0a0600	
billboard/mon_pics/cleffa.png	48	32	384	missing	-	
billboard/mon_pics/cloyster.png	48	32	384	shared	095e00	
billboard/mon_pics/combusken.png	48	32	384	missing	-	
billboard/mon_pics/corsola.png	48	32	384	missing	-	
billboard/mon_pics/crobat.png	48	32	384	missing	-	
billboard/mon_pics/croconaw.png	48	32	384	missing	-	
billboard/mon_pics/cubone.png	48	32	384	shared	091500	
billboard/mon_pics/cyndaquil.png	48	32	384	missing	-	
billboard/mon_pics/delcatty.png	48	32	384	missing	-	
billboard/mon_pics/delibird.png	48	32	384	missing	-	
billboard/mon_pics/dewgong.png	48	32	384	shared	095200	
billboard/mon_pics/diglett.png	48	32	384	shared	09c300	
billboard/mon_pics/ditto.png	48	32	384	shared	080900	
billboard/mon_pics/dodrio.png	48	32	384	shared	094c00	
billboard/mon_pics/doduo.png	48	32	384	shared	094900	
billboard/mon_pics/donphan.png	48	32	384	missing	-	
billboard/mon_pics/dragonair.png	48	32	384	shared	088900	
billboard/mon_pics/dragonite.png	48	32	384	shared	088c00	
billboard/mon_pics/dratini.png	48	32	384	shared	088600	
billboard/mon_pics/drowzee.png	48	32	384	shared	096d00	
billboard/mon_pics/dugtrio.png	48	32	384	shared	09c600	
billboard/mon_pics/dunsparce.png	48	32	384	missing	-	
billboard/mon_pics/dustox.png	48	32	384	missing	-	
billboard/mon_pics/eevee.png	48	32	384	shared	080c00	
billboard/mon_pics/egg.png	48	32	384	missing	-	
billboard/mon_pics/ekans.png	48	32	384	shared	0a5200	
billboard/mon_pics/electabuzz.png	48	32	384	shared	07e400	
billboard/mon_pics/electrike.png	48	32	384	missing	-	
billboard/mon_pics/electrode.png	48	32	384	shared	090c00	
billboard/mon_pics/elekid.png	48	32	384	missing	-	
billboard/mon_pics/entei.png	48	32	384	missing	-	
billboard/mon_pics/espeon.png	48	32	384	missing	-	
billboard/mon_pics/exeggcute.png	48	32	384	shared	090f00	
billboard/mon_pics/exeggutor.png	48	32	384	shared	091200	
billboard/mon_pics/exploud.png	48	32	384	missing	-	
billboard/mon_pics/farfetch_d.png	48	32	384	shared	094600	
billboard/mon_pics/fearow.png	48	32	384	shared	0a4f00	
billboard/mon_pics/feraligatr.png	48	32	384	missing	-	
billboard/mon_pics/flaaffy.png	48	32	384	missing	-	
billboard/mon_pics/flareon.png	48	32	384	shared	081500	
billboard/mon_pics/flygon.png	48	32	384	missing	-	
billboard/mon_pics/forretress.png	48	32	384	missing	-	
billboard/mon_pics/furret.png	48	32	384	missing	-	
billboard/mon_pics/gardevoir.png	48	32	384	missing	-	
billboard/mon_pics/gastly.png	48	32	384	shared	096100	
billboard/mon_pics/gengar.png	48	32	384	shared	096700	
billboard/mon_pics/geodude.png	48	32	384	shared	099b00	
billboard/mon_pics/girafarig.png	48	32	384	missing	-	
billboard/mon_pics/gligar.png	48	32	384	missing	-	
billboard/mon_pics/gloom.png	48	32	384	shared	0a2100	
billboard/mon_pics/golbat.png	48	32	384	shared	0a1b00	
billboard/mon_pics/goldeen.png	48	32	384	shared	07cf00	
billboard/mon_pics/golduck.png	48	32	384	shared	09d200	
billboard/mon_pics/golem.png	48	32	384	shared	09a100	
billboard/mon_pics/granbull.png	48	32	384	missing	-	
billboard/mon_pics/graveler.png	48	32	384	shared	099e00	
billboard/mon_pics/grimer.png	48	32	384	shared	095500	
billboard/mon_pics/grovyle.png	48	32	384	missing	-	
billboard/mon_pics/growlithe.png	48	32	384	shared	09db00	
billboard/mon_pics/grumpig.png	48	32	384	missing	-	
billboard/mon_pics/gulpin.png	48	32	384	missing	-	
billboard/mon_pics/gyarados.png	48	32	384	shared	080300	
billboard/mon_pics/hariyama.png	48	32	384	missing	-	
billboard/mon_pics/haunter.png	48	32	384	shared	096400	
billboard/mon_pics/heracross.png	48	32	384	missing	-	
billboard/mon_pics/hitmonchan.png	48	32	384	shared	091e00	
billboard/mon_pics/hitmonlee.png	48	32	384	shared	091b00	
billboard/mon_pics/hitmontop.png	48	32	384	missing	-	
billboard/mon_pics/ho_oh.png	48	32	384	missing	-	
billboard/mon_pics/hoothoot.png	48	32	384	missing	-	
billboard/mon_pics/hoppip.png	48	32	384	missing	-	
billboard/mon_pics/horsea.png	48	32	384	shared	07c900	
billboard/mon_pics/houndoom.png	48	32	384	missing	-	
billboard/mon_pics/houndour.png	48	32	384	missing	-	
billboard/mon_pics/hypno.png	48	32	384	shared	090000	
billboard/mon_pics/igglybuff.png	48	32	384	missing	-	
billboard/mon_pics/illumise.png	48	32	384	missing	-	
billboard/mon_pics/ivysaur.png	48	32	384	shared	0a8300	
billboard/mon_pics/jigglypuff.png	48	32	384	shared	0a1200	
billboard/mon_pics/jolteon.png	48	32	384	shared	081200	
billboard/mon_pics/jumpluff.png	48	32	384	missing	-	
billboard/mon_pics/jynx.png	48	32	384	missing	-	
billboard/mon_pics/kabuto.png	48	32	384	shared	082100	
billboard/mon_pics/kabutops.png	48	32	384	shared	082400	
billboard/mon_pics/kadabra.png	48	32	384	shared	09ed00	
billboard/mon_pics/kakuna.png	48	32	384	shared	0aa700	
billboard/mon_pics/kangaskhan.png	48	32	384	shared	07c600	
billboard/mon_pics/kingdra.png	48	32	384	missing	-	
billboard/mon_pics/kingler.png	48	32	384	shared	090600	
billboard/mon_pics/kirlia.png	48	32	384	missing	-	
billboard/mon_pics/koffing.png	48	32	384	shared	092400	
billboard/mon_pics/krabby.png	48	32	384	shared	090300	
billboard/mon_pics/lairon.png	48	32	384	missing	-	
billboard/mon_pics/lanturn.png	48	32	384	missing	-	
billboard/mon_pics/lapras.png	48	32	384	shared	080600	
billboard/mon_pics/larvitar.png	48	32	384	missing	-	
billboard/mon_pics/ledian.png	48	32	384	missing	-	
billboard/mon_pics/ledyba.png	48	32	384	missing	-	
billboard/mon_pics/lickitung.png	48	32	384	shared	092100	
billboard/mon_pics/linoone.png	48	32	384	missing	-	
billboard/mon_pics/lombre.png	48	32	384	missing	-	
billboard/mon_pics/lotad.png	48	32	384	missing	-	
billboard/mon_pics/loudred.png	48	32	384	missing	-	
billboard/mon_pics/ludicolo.png	48	32	384	missing	-	
billboard/mon_pics/lugia.png	48	32	384	missing	-	
billboard/mon_pics/machamp.png	48	32	384	shared	098900	
billboard/mon_pics/machoke.png	48	32	384	shared	098600	
billboard/mon_pics/machop.png	48	32	384	shared	098300	
billboard/mon_pics/magby.png	48	32	384	missing	-	
billboard/mon_pics/magcargo.png	48	32	384	missing	-	
billboard/mon_pics/magikarp.png	48	32	384	shared	080000	
billboard/mon_pics/magmar.png	48	32	384	shared	07e700	
billboard/mon_pics/magnemite.png	48	32	384	shared	094000	
billboard/mon_pics/magneton.png	48	32	384	shared	094300	
billboard/mon_pics/makuhita.png	48	32	384	missing	-	
billboard/mon_pics/manectric.png	48	32	384	missing	-	
billboard/mon_pics/mankey.png	48	32	384	shared	09d500	
billboard/mon_pics/mantine.png	48	32	384	missing	-	
billboard/mon_pics/mareep.png	48	32	384	missing	-	
billboard/mon_pics/marill.png	48	32	384	missing	-	
billboard/mon_pics/marowak.png	48	32	384	shared	091800	
billboard/mon_pics/marshtomp.png	48	32	384	missing	-	
billboard/mon_pics/masquerain.png	48	32	384	missing	-	
billboard/mon_pics/mawile.png	48	32	384	missing	-	
billboard/mon_pics/medicham.png	48	32	384	missing	-	
billboard/mon_pics/meditite.png	48	32	384	missing	-	
billboard/mon_pics/meganium.png	48	32	384	missing	-	
billboard/mon_pics/meowth.png	48	32	384	shared	09c900	
billboard/mon_pics/metapod.png	48	32	384	shared	0a9e00	
billboard/mon_pics/mew.png	48	32	384	shared	089200	
billboard/mon_pics/mewtwo.png	48	32	384	shared	088f00	
billboard/mon_pics/mightyena.png	48	32	384	missing	-	
billboard/mon_pics/miltank.png	48	32	384	missing	-	
billboard/mon_pics/minun.png	48	32	384	missing	-	
billboard/mon_pics/misdreavus.png	48	32	384	missing	-	
billboard/mon_pics/moltres.png	48	32	384	shared	088300	
billboard/mon_pics/mr_mime.png	48	32	384	shared	07db00	
billboard/mon_pics/mudkip.png	48	32	384	missing	-	
billboard/mon_pics/muk.png	48	32	384	shared	095800	
billboard/mon_pics/murkrow.png	48	32	384	missing	-	
billboard/mon_pics/natu.png	48	32	384	missing	-	
billboard/mon_pics/nidoking.png	48	32	384	shared	0a0300	
billboard/mon_pics/nidoqueen.png	48	32	384	shared	0a6a00	
billboard/mon_pics/nidoran_f.png	48	32	384	shared	0a6400	
billboard/mon_pics/nidoran_m.png	48	32	384	shared	0a6d00	
billboard/mon_pics/nidorina.png	48	32	384	shared	0a6700	
billboard/mon_pics/nidorino.png	48	32	384	shared	0a0000	
billboard/mon_pics/nincada.png	48	32	384	missing	-	
billboard/mon_pics/ninetales.png	48	32	384	shared	0a0f00	
billboard/mon_pics/ninjask.png	48	32	384	missing	-	
billboard/mon_pics/noctowl.png	48	32	384	missing	-	
billboard/mon_pics/nosepass.png	48	32	384	missing	-	
billboard/mon_pics/numel.png	48	32	384	missing	-	
billboard/mon_pics/nuzleaf.png	48	32	384	missing	-	
billboard/mon_pics/octillery.png	48	32	384	missing	-	
billboard/mon_pics/oddish.png	48	32	384	shared	0a1e00	
billboard/mon_pics/omanyte.png	48	32	384	shared	081b00	
billboard/mon_pics/omastar.png	48	32	384	shared	081e00	
billboard/mon_pics/onix.png	48	32	384	shared	096a00	
billboard/mon_pics/paras.png	48	32	384	shared	0a2700	
billboard/mon_pics/parasect.png	48	32	384	shared	0a2a00	
billboard/mon_pics/pelipper.png	48	32	384	missing	-	
billboard/mon_pics/persian.png	48	32	384	shared	09cc00	
billboard/mon_pics/phanpy.png	48	32	384	missing	-	
billboard/mon_pics/pichu.png	48	32	384	missing	-	
billboard/mon_pics/pidgeot.png	48	32	384	shared	0a4300	
billboard/mon_pics/pidgeotto.png	48	32	384	shared	0a4000	
billboard/mon_pics/pidgey.png	48	32	384	shared	0aad00	
billboard/mon_pics/pikachu.png	48	32	384	shared	0a5800	
billboard/mon_pics/piloswine.png	48	32	384	missing	-	
billboard/mon_pics/pineco.png	48	32	384	missing	-	
billboard/mon_pics/pinsir.png	48	32	384	shared	07ea00	
billboard/mon_pics/plusle.png	48	32	384	missing	-	
billboard/mon_pics/politoed.png	48	32	384	missing	-	
billboard/mon_pics/poliwag.png	48	32	384	shared	09e100	
billboard/mon_pics/poliwhirl.png	48	32	384	shared	09e400	
billboard/mon_pics/poliwrath.png	48	32	384	shared	09e700	
billboard/mon_pics/ponyta.png	48	32	384	shared	09a400	
billboard/mon_pics/poochyena.png	48	32	384	missing	-	
billboard/mon_pics/porygon.png	48	32	384	shared	081800	
billboard/mon_pics/porygon2.png	48	32	384	missing	-	
billboard/mon_pics/primeape.png	48	32	384	shared	09d800	
billboard/mon_pics/psyduck.png	48	32	384	shared	09cf00	
billboard/mon_pics/pupitar.png	48	32	384	missing	-	
billboard/mon_pics/quagsire.png	48	32	384	missing	-	
billboard/mon_pics/quilava.png	48	32	384	missing	-	
billboard/mon_pics/qwilfish.png	48	32	384	missing	-	
billboard/mon_pics/raichu.png	48	32	384	shared	0a5b00	
billboard/mon_pics/raikou.png	48	32	384	missing	-	
billboard/mon_pics/ralts.png	48	32	384	missing	-	
billboard/mon_pics/rapidash.png	48	32	384	shared	09a700	
billboard/mon_pics/raticate.png	48	32	384	shared	0a4900	
billboard/mon_pics/rattata.png	48	32	384	shared	0a4600	
billboard/mon_pics/remoraid.png	48	32	384	missing	-	
billboard/mon_pics/rhydon.png	48	32	384	shared	092d00	
billboard/mon_pics/rhyhorn.png	48	32	384	shared	092a00	
billboard/mon_pics/roselia.png	48	32	384	missing	-	
billboard/mon_pics/sableye.png	48	32	384	missing	-	
billboard/mon_pics/sandshrew.png	48	32	384	shared	0a5e00	
billboard/mon_pics/sandslash.png	48	32	384	shared	0a6100	
billboard/mon_pics/sceptile.png	48	32	384	missing	-	
billboard/mon_pics/scizor.png	48	32	384	missing	-	
billboard/mon_pics/scyther.png	48	32	384	shared	07de00	
billboard/mon_pics/seadra.png	48	32	384	shared	07cc00	
billboard/mon_pics/seaking.png	48	32	384	shared	07d200	
billboard/mon_pics/seedot.png	48	32	384	missing	-	
billboard/mon_pics/seel.png	48	32	384	shared	094f00	
billboard/mon_pics/sentret.png	48	32	384	missing	-	
billboard/mon_pics/sharpedo.png	48	32	384	missing	-	
billboard/mon_pics/shedinja.png	48	32	384	missing	-	
billboard/mon_pics/shellder.png	48	32	384	shared	095b00	
billboard/mon_pics/shiftry.png	48	32	384	missing	-	
